Output_Dimension,Red_67_3_0_0_45,Red_83_3_0_0_45,Red_100_3_0_0_45,Red_116_3_0_0_45,Red_133_3_0_0_45,Green_67_3_0_0_45,Green_83_3_0_0_45,Green_100_3_0_0_45,Green_116_3_0_0_45,Green_133_3_0_0_45,Blue_67_3_0_0_45,Blue_83_3_0_0_45,Blue_100_3_0_0_45,Blue_116_3_0_0_45,Blue_133_3_0_0_45
219,91.95659462113794,91.09878701865466,90.15089480445825,90.8034314395612,95.4746857293179,66.90430293615087,65.01153798584595,59.27516239494532,53.04322246693916,49.622137568281666,63.5735281771239,60.13061899057775,55.39768038166628,49.85077257890014,49.30035628278402
220,92.06646727947141,91.25204865228503,90.29292871731026,90.93018299663125,95.56102073659193,66.97081095673252,65.10037002524106,59.38970461692043,53.07032800210144,49.54257164353469,63.732619464042784,60.3138693472061,55.61149220485255,50.00083788161529,49.340167638960054
221,92.1412078802885,91.35914845298699,90.38814206101479,91.01172837504146,95.60659360093038,67.0195898870042,65.17388888129716,59.49677034505933,53.11146413197914,49.49978137184579,63.86052948825673,60.464861099135746,55.80013738396471,50.14274523923309,49.39284868895311
222,92.2159484811056,91.46624825368893,90.48335540471933,91.09327375345165,95.65216646526882,67.06836881727588,65.24740773735326,59.603836073198224,53.15260026185684,49.45699110015689,63.98843951247068,60.6158528510654,55.98878256307687,50.28465259685091,49.44552973894617
223,92.2906890819227,91.57334805439089,90.57856874842386,91.17481913186187,95.69773932960726,67.11714774754756,65.32092659340935,59.71090180133712,53.19373639173453,49.41420082846799,64.11634953668462,60.76684460299505,56.17742774218903,50.42655995446872,49.498210788939225
224,92.36542968273979,91.68044785509284,90.6737820921284,91.25636451027208,95.74331219394571,67.16592667781924,65.39444544946545,59.81796752947602,53.23487252161223,49.37141055677909,64.24425956089857,60.9178363549247,56.36607292130119,50.56846731208654,49.55089183893228
225,92.41562343562978,91.75423929165338,90.73546316627716,91.30666210335424,95.76024788028738,67.19410630996929,65.44580091450534,59.90857620965903,53.275859381213685,49.3439918785373,64.34567897858824,61.03844187062072,56.52890894515019,50.697319199293524,49.6051394155744
226,92.46581718851978,91.82803072821392,90.79714424042592,91.3569596964364,95.77718356662905,67.22228594211931,65.49715637954523,59.99918488984205,53.31684624081514,49.31657320029551,64.44709839627791,61.159047386316736,56.69174496899919,50.82617108650051,49.65938699221651
227,92.51601094140976,91.90182216477446,90.85882531457467,91.40725728951857,95.7941192529707,67.25046557426934,65.54851184458512,60.08979357002506,53.35783310041659,49.28915452205372,64.54851781396759,61.27965290201275,56.85458099284819,50.95502297370749,49.71363456885863
228,92.56620469429976,91.975613601335,90.92050638872344,91.45755488260073,95.81105493931237,67.27864520641938,65.59986730962501,60.180402250208076,53.398819960018045,49.261735843811934,64.64993723165726,61.40025841770876,57.017417016697195,51.08387486091448,49.76788214550074
229,92.59882187216205,92.02981169163554,90.96174068003279,91.48529319393404,95.80325232237263,67.27305568357525,65.61771646515717,60.2421255094349,53.42161612720529,49.222912591964516,64.71745931661556,61.48818185542239,57.15259747686601,51.194275643975324,49.81272244973349
230,92.63143905002433,92.08400978193608,91.00297497134216,91.51303150526735,95.79544970543289,67.26746616073112,65.63556562068933,60.30384876866173,53.44441229439253,49.18408934011709,64.78498140157386,61.57610529313602,57.28777793703484,51.30467642703617,49.85756275396624
231,92.6640562278866,92.1382078722366,91.0442092626515,91.54076981660067,95.78764708849313,67.26187663788699,65.6534147762215,60.365572027888554,53.467208461579766,49.14526608826967,64.85250348653216,61.664028730849644,57.422958397203665,51.41507721009702,49.90240305819899
232,92.69667340574888,92.19240596253714,91.08544355396087,91.56850812793398,95.77984447155339,67.25628711504285,65.67126393175364,60.427295287115385,53.490004628767004,49.106442836422254,64.92002557149047,61.75195216856327,57.558138857372484,51.52547799315786,49.94724336243174
233,92.73658373460809,92.26600269873737,91.14664923472985,91.61016751503003,95.77900239249502,67.26005781202102,65.70342194126617,60.50385309129545,53.522311097304275,49.07046139858398,65.00675160198813,61.86908552783361,57.724560612857346,51.66375094404974,50.01377572055842
234,92.77649406346728,92.3395994349376,91.20785491549883,91.65182690212609,95.77816031343664,67.26382850899917,65.73557995077871,60.5804108954755,53.55461756584155,49.0344799607457,65.0934776324858,61.98621888710396,57.8909823683422,51.802023894941605,50.08030807868511
235,92.81640439232648,92.41319617113781,91.26906059626782,91.69348628922214,95.77731823437826,67.26759920597733,65.76773796029124,60.656968699655565,53.586924034378825,48.998498522907425,65.18020366298347,62.1033522463743,58.057404123827055,51.94029684583349,50.14684043681179
236,92.85631472118567,92.48679290733804,91.3302662770368,91.73514567631818,95.77647615531988,67.2713699029555,65.79989596980377,60.73352650383563,53.619230502916096,48.962517085069145,65.26692969348115,62.22048560564464,58.22382587931192,52.07856979672536,50.21337279493847
237,92.90909149885589,92.59025667881104,91.419155104037,91.7928743331525,95.77803051319643,67.28495512059668,65.85134554001782,60.832229851498866,53.661125152947534,48.91996775507614,65.38117337490377,62.3799890083262,58.43834349130434,52.25641478460038,50.30471890273619
238,92.96186827652609,92.69372045028406,91.50804393103721,91.8506029899868,95.77958487107297,67.29854033823787,65.90279511023186,60.9309331991621,53.70301980297897,48.877418425083135,65.49541705632639,62.53949241100776,58.652861103296765,52.43425977247539,50.39606501053391
239,93.01464505419631,92.79718422175708,91.59693275803741,91.9083316468211,95.7811392289495,67.31212555587906,65.95424468044591,61.02963654682534,53.74491445301041,48.83486909509013,65.60966073774901,62.69899581368931,58.86737871528919,52.61210476035042,50.48741111833163
240,93.06742183186653,92.9006479932301,91.68582158503762,91.9660603036554,95.78269358682604,67.32571077352026,66.00569425065996,61.12833989448857,53.78680910304185,48.79231976509712,65.72390441917163,62.858499216370866,59.08189632728161,52.78994974822543,50.57875722612935
241,93.13123811996677,93.02842334969482,91.79899928198749,92.04192043154431,95.79541238786382,67.33635926072665,66.06144345383102,61.23347971156332,53.82582462149508,48.735948332024535,65.85207404386601,63.043107608012434,59.32586074626914,52.991050071637446,50.683639876478175
242,93.19505440806702,93.15619870615954,91.91217697893738,92.11778055943324,95.8081311889016,67.34700774793305,66.1171926570021,61.33861952863808,53.86484013994831,48.67957689895195,65.98024366856038,63.227715999654,59.56982516525667,53.192150395049445,50.78852252682701
243,93.25887069616726,93.28397406262427,92.02535467588726,92.19364068732216,95.82084998993938,67.35765623513944,66.17294186017315,61.44375934571283,53.90385565840155,48.623205465879366,66.10841329325476,63.41232439129556,59.81378958424419,53.39325071846146,50.893405177175836
244,93.3226869842675,93.41174941908899,92.13853237283713,92.26950081521109,95.83356879097715,67.36830472234584,66.22869106334423,61.54889916278758,53.94287117685478,48.56683403280678,66.23658291794912,63.59693278293713,60.05775400323172,53.59435104187346,50.99828782752467
245,93.38593215131083,93.5405469524454,92.2570188996117,92.35519006629006,95.86398585476783,67.39017281781557,66.29462471786293,61.65997734085202,53.99148298931719,48.526149770015316,66.37921553440911,63.79777918462922,60.3143642106219,53.81164719025793,51.12537848772228
246,93.44917731835413,93.66934448580179,92.37550542638624,92.44087931736904,95.89440291855853,67.41204091328528,66.36055837238165,61.77105551891648,54.0400948017796,48.48546550722386,66.52184815086912,63.99862558632132,60.57097441801209,54.028943338642385,51.25246914791989
247,93.51242248539745,93.79814201915819,92.4939919531608,92.52656856844801,95.9248199823492,67.43390900875501,66.42649202690035,61.88213369698093,54.08870661424201,48.4447812444324,66.66448076732911,64.19947198801341,60.827584625402274,54.246239487026855,51.37955980811749
248,93.57566765244077,93.92693955251458,92.61247847993535,92.61225781952699,95.9552370461399,67.45577710422474,66.49242568141905,61.99321187504538,54.13731842670442,48.40409698164094,66.8071133837891,64.40031838970549,61.08419483279246,54.46353563541131,51.5066504683151
249,93.61810097346908,94.03093874997847,92.71219751447825,92.68841162045939,95.98283257720898,67.49029423310311,66.56894616803005,62.11445341191843,54.2061717753764,48.394453635044684,66.96215003570437,64.61227244695374,61.34966552908012,54.69876693198708,51.66017007992289
250,93.6605342944974,94.13493794744235,92.81191654902115,92.7645654213918,96.01042810827806,67.5248113619815,66.64546665464106,62.23569494879149,54.27502512404837,48.384810288448435,67.11718668761962,64.82422650420197,61.61513622536778,54.933998228562835,51.81368969153066
251,93.70296761552572,94.23893714490625,92.91163558356403,92.8407192223242,96.03802363934713,67.55932849085988,66.72198714125206,62.35693648566454,54.34387847272034,48.37516694185218,67.27222333953489,65.03618056145021,61.880606921655435,55.16922952513859,51.96720930313845
252,93.74540093655403,94.34293634237014,93.01135461810694,92.9168730232566,96.06561917041621,67.59384561973827,66.79850762786305,62.47817802253759,54.41273182139232,48.36552359525593,67.42725999145014,65.24813461869844,62.14607761794309,55.40446082171435,52.12072891474623
253,93.77597213812997,94.43127514085243,93.09697734656281,92.98043295588242,96.0769961614708,67.6440653326763,66.89419149743836,62.62587122586286,54.51594978366043,48.39345985195556,67.59561252550816,65.47598596036666,62.433564057473724,55.66964271246754,52.30670832142504
254,93.80654333970591,94.51961393933475,93.18260007501867,93.04399288850826,96.08837315252538,67.69428504561435,66.98987536701365,62.77356442918812,54.61916774592854,48.4213961086552,67.76396505956617,65.70383730203486,62.721050497004335,55.934824603220726,52.49268772810384
255,93.83711454128185,94.60795273781704,93.26822280347454,93.10755282113408,96.09975014357997,67.74450475855238,67.08555923658896,62.92125763251339,54.722385708196654,48.449332365354834,67.93231759362418,65.93168864370307,63.00853693653497,56.200006493973916,52.67866713478265
256,93.86768574285779,94.69629153629936,93.3538455319304,93.1711127537599,96.11112713463456,67.79472447149041,67.18124310616426,63.06895083583865,54.825603670464766,48.47726862205447,68.10067012768219,66.15953998537127,63.296023376065584,56.4651883847271,52.864646541461454
257,93.88288372848362,94.76666598153632,93.42582625514,93.22450446006812,96.108959470623,67.84902640198312,67.29045702827867,63.24754460884939,54.970619743835655,48.54916822011392,68.26682254766861,66.39173801258357,63.60464778471472,56.762967983306524,53.08618472394634
258,93.89808171410944,94.83704042677327,93.49780697834957,93.27789616637634,96.10679180661147,67.90332833247582,67.39967095039307,63.426138381860135,55.115635817206545,48.62106781817337,68.43297496765503,66.62393603979588,63.91327219336389,57.06074758188598,53.30772290643124
259,93.91327969973527,94.90741487201024,93.56978770155916,93.33128787268456,96.10462414259993,67.95763026296854,67.50888487250748,63.604732154870874,55.260651890577435,48.692967416232825,68.59912738764145,66.85613406700818,64.22189660201303,57.3585271804654,53.52926108891612
260,93.9284776853611,94.9777893172472,93.64176842476874,93.38467957899277,96.1024564785884,68.01193219346123,67.61809879462189,63.78332592788161,55.405667963948325,48.76486701429227,68.76527980762786,67.08833209422049,64.53052101066218,57.65630677904485,53.75079927140102
261,93.94841662476067,95.05368027269317,93.72431002002259,93.44947423640362,96.10952410166793,68.11306280561644,67.78658924143512,64.03264622928089,55.62933000286369,48.92075629153542,68.96419867575281,67.36298128999414,64.89371344029647,58.01825312637309,54.041624822111096
262,93.96835556416023,95.12957122813914,93.80685161527641,93.51426889381446,96.11659172474748,68.21419341777164,67.95507968824836,64.28196653068017,55.85299204177905,49.07664556877858,69.16311754387775,67.6376304857678,65.25690586993078,58.38019947370136,54.33245037282118
263,93.98829450355981,95.20546218358511,93.88939321053024,93.57906355122532,96.12365934782703,68.31532402992684,68.1235701350616,64.53128683207945,56.07665408069441,49.23253484602173,69.3620364120027,67.91227968154143,65.62009829956506,58.7421458210296,54.623275923531246
264,94.00823344295938,95.28135313903108,93.97193480578409,93.64385820863616,96.13072697090657,68.41645464208204,68.29206058187484,64.78060713347871,56.300316119609775,49.38842412326488,69.56095528012763,68.1869288773151,65.98329072919935,59.10409216835787,54.91410147424133
265,94.03406044575557,95.36506455894983,94.06886151265942,93.72587249041413,96.16046096093314,68.58403486471079,68.54045281155659,65.11671025298075,56.61977884831662,49.65402218603825,69.8076406366506,68.51971722318271,66.41182135475037,59.54026478305137,55.29004028746443
266,94.05988744855176,95.44877597886857,94.16578821953475,93.8078867721921,96.19019495095972,68.75161508733954,68.78884504123836,65.4528133724828,56.93924157702349,49.91962024881162,70.05432599317358,68.85250556905035,66.8403519803014,59.97643739774489,55.66597910068756
267,94.08571445134795,95.53248739878732,94.26271492641008,93.88990105397008,96.21992894098629,68.91919530996829,69.03723727092012,65.78891649198482,57.25870430573033,50.185218311584975,70.30101134969655,69.18529391491796,67.26888260585241,60.412610012438385,56.04191791391066
268,94.11154145414415,95.61619881870607,94.35964163328542,93.97191533574805,96.24966293101286,69.08677553259704,69.28562950060187,66.12501961148688,57.5781670344372,50.45081637435835,70.54769670621953,69.5180822607856,67.69741323140346,60.848782627131904,56.41785672713378
269,94.1410823663134,95.70643107819247,94.46998968499868,94.06983663696401,96.29769550990332,69.33170371836815,69.62762879601554,66.56500997574561,58.00914114951021,50.84128470197019,70.85281650838294,69.92105521903886,68.206463813467,61.37326483525366,56.889977518354
270,94.17062327848265,95.79666333767886,94.58033773671194,94.16775793817997,96.34572808879379,69.57663190413925,69.96962809142921,67.00500034000437,58.440115264583234,51.231753029582045,71.15793631054638,70.32402817729215,68.71551439553056,61.89774704337543,57.36209830957424
271,94.2001641906519,95.88689559716526,94.6906857884252,94.26567923939594,96.39376066768425,69.82156008991035,70.31162738684289,67.44499070426309,58.87108937965624,51.62222135719389,71.4630561127098,70.72700113554541,69.22456497759411,62.422229251497185,57.83421910079446
272,94.22970510282117,95.97712785665166,94.80103384013846,94.36360054061188,96.44179324657472,70.06648827568145,70.65362668225656,67.88498106852185,59.30206349472927,52.01268968480574,71.76817591487323,71.1299740937987,69.73361555965768,62.94671145961897,58.306339892014705
273,94.25266514281167,96.05712536719734,94.90612498212313,94.4604477448401,96.49075389718269,70.36670649627385,71.06060560042337,68.39745026441199,59.8164975417556,52.501445188060636,72.11072037129578,71.57568702614778,70.29145156200492,63.52977251614841,58.847073090211005
274,94.27562518280217,96.13712287774302,95.0112161241078,94.5572949490683,96.53971454779067,70.66692471686629,71.4675845185902,68.90991946030213,60.33093158878197,52.99020069131555,72.45326482771836,72.02139995849689,70.84928756435218,64.11283357267789,59.38780628840733
275,94.29858522279268,96.2171203882887,95.11630726609248,94.6541421532965,96.58867519839865,70.96714293745869,71.874563436757,69.42238865619227,60.84536563580831,53.47895619457044,72.7958092841409,72.46711289084597,71.40712356669943,64.69589462920733,59.92853948660363
276,94.32154526278319,96.29711789883437,95.22139840807714,94.7509893575247,96.63763584900663,71.26736115805113,72.28154235492384,69.93485785208242,61.35979968283467,53.96771169782536,73.13835374056347,72.91282582319506,71.96495956904668,65.27895568573679,60.469272684799954
277,94.33947067595648,96.36865081121523,95.32916181250718,94.8616067447364,96.70874691060679,71.63727237261938,72.76653608496709,70.53357119507844,61.98024158604218,54.586909952481335,73.5239091290833,73.40698182769428,72.57675028624406,65.93264105296561,61.09769892528351
278,94.35739608912975,96.44018372359608,95.43692521693721,94.97222413194811,96.77985797220695,72.00718358718765,73.25152981501036,71.13228453807447,62.60068348924971,55.20610820713733,73.90946451760313,73.90113783219353,73.18854100344146,66.58632642019444,61.72612516576708
279,94.37532150230304,96.51171663597694,95.54468862136726,95.0828415191598,96.85096903380712,72.37709480175592,73.7365235450536,71.7309978810705,63.22112539245722,55.82530646179331,74.29501990612293,74.39529383669273,73.80033172063884,67.24001178742326,62.354551406250636
280,94.39324691547631,96.58324954835778,95.65245202579729,95.1934589063715,96.92208009540728,72.74700601632419,74.22151727509687,72.32971122406653,63.84156729566475,56.444504716449316,74.68057529464276,74.88944984119198,74.41212243783623,67.89369715465209,62.982977646734206
281,94.39480938586787,96.6230414344978,95.73007905945609,95.27870521413075,96.97059131268352,73.17610776293215,74.76636676341091,72.99514189053153,64.55521226135652,57.18727198853565,75.098207567525,75.41190554306343,75.05519501292471,68.59963198607525,63.68593356264451
282,94.39637185625942,96.66283332063779,95.8077060931149,95.36395152189,97.01910252995977,73.6052095095401,75.31121625172494,73.66057255699654,65.26885722704829,57.93003926062199,75.5158398404072,75.93436124493488,75.69826758801321,69.30556681749843,64.38888947855482
283,94.39793432665097,96.7026252067778,95.88533312677372,95.44919782964926,97.06761374723602,74.03431125614807,75.85606574003899,74.32600322346157,65.98250219274009,58.67280653270836,75.93347211328943,76.45681694680634,76.34134016310172,70.01150164892164,65.09184539446515
284,94.39949679704253,96.74241709291779,95.96296016043252,95.53444413740851,97.11612496451227,74.46341300275603,76.40091522835303,74.99143388992657,66.69614715843184,59.41557380479469,76.35110438617166,76.97927264867779,76.98441273819019,70.7174364803448,65.79480131037545
285,94.39088455110446,96.75736683558422,96.01895111655098,95.60471798745931,97.15488980625159,74.94820878743297,76.99448036932165,75.70536117114081,67.4869681019477,60.26894548406874,76.79533435077633,77.5208560384475,77.64199049012238,71.45866237457864,66.55735987408814
286,94.3822723051664,96.77231657825064,96.07494207266944,95.6749918375101,97.19365464799091,75.4330045721099,77.58804551029026,76.41928845235503,68.27778904546352,61.122317163342736,77.23956431538099,78.0624394282172,78.29956824205456,72.19988826881246,67.3199184378008
287,94.37366005922833,96.78726632091706,96.13093302878791,95.7452656875609,97.23241948973023,75.91780035678684,78.18161065125888,77.13321573356929,69.06860998897938,61.975688842616776,77.68379427998568,78.60402281798692,78.95714599398676,72.9411141630463,68.08247700151348
288,94.36504781329026,96.80221606358347,96.18692398490637,95.8155395376117,97.27118433146956,76.40259614146377,78.77517579222749,77.8471430147835,69.85943093249521,62.829060521890774,78.12802424459034,79.1456062077566,79.61472374591892,73.6823400572801,68.84503556522614
289,94.34569621997764,96.79619495494065,96.22514528813981,95.87348074233935,97.30013789755186,76.90870350308053,79.37898217214884,78.57214874649985,70.69516762663345,63.76308358042057,78.57012224024953,79.67655571284695,80.25657619874943,74.43050701935928,69.64077756034904
290,94.32634462666503,96.7901738462978,96.26336659137324,95.931421947067,97.32909146363416,77.41481086469727,79.98278855207018,79.29715447821616,71.53090432077164,64.69710663895032,79.01222023590871,80.20750521793727,80.89842865157992,75.17867398143844,70.4365195554719
291,94.30699303335241,96.78415273765498,96.30158789460668,95.98936315179465,97.35804502971645,77.92091822631403,80.58659493199153,80.02216020993251,72.36664101490987,65.6311296974801,79.45431823156791,80.7384547230276,81.54028110441043,75.92684094351762,71.2322615505948
292,94.2876414400398,96.77813162901214,96.33980919784011,96.04730435652229,97.38699859579874,78.42702558793077,81.19040131191286,80.74716594164882,73.20237770904806,66.56515275600985,79.89641622722708,81.26940422811792,82.1821335572409,76.67500790559677,72.02800354571767
293,94.27403512985958,96.77348478041255,96.38318843811898,96.11443055074795,97.42882347820107,78.93818866890379,81.78199997924229,81.45158535526754,74.04497434588151,67.53647391356458,80.3237737831072,81.77407567457733,82.78385664330686,77.39846901445459,72.82259194120567
294,94.26042881967935,96.76883793181295,96.42656767839784,96.1815567449736,97.47064836060339,79.44935174987678,82.37359864657168,82.15600476888622,74.8875709827149,68.50779507111925,80.75113133898729,82.27874712103673,83.3855797293728,78.12193012331238,73.61718033669366
295,94.24682250949913,96.76419108321336,96.4699469186767,96.24868293919926,97.51247324300572,79.9605148308498,82.96519731390109,82.86042418250494,75.73016761954835,69.47911622867397,81.17848889486741,82.78341856749614,83.98730281543874,78.8453912321702,74.41176873218167
296,94.2332161993189,96.75954423461377,96.51332615895556,96.3158091334249,97.55429812540804,80.4716779118228,83.55679598123048,83.56484359612362,76.57276425638175,70.45043738622864,81.60584645074752,83.28809001395554,84.58902590150467,79.56885234102799,75.20635712766966
297,94.2427694969985,96.76695907333588,96.56057669139875,96.38316896808294,97.61190022700814,80.98186424598822,84.11874340618645,84.2113234275177,77.37358793090894,71.41085532360556,82.02793736188103,83.76364726653539,85.13167040823812,80.23483465851392,75.96935214469005
298,94.25232279467811,96.774373912058,96.60782722384194,96.45052880274098,97.66950232860823,81.49205058015363,84.68069083114241,84.85780325891173,78.1744116054361,72.37127326098242,82.45002827301452,84.23920451911522,85.67431491497155,80.90081697599982,76.73234716171044
299,94.26187609235772,96.78178875078011,96.65507775628512,96.51788863739901,97.72710443020833,82.00223691431906,85.24263825609839,85.5042830903058,78.9752352799633,73.33169119835932,82.87211918414805,84.71476177169508,86.21695942170498,81.56679929348574,77.49534217873084
300,94.27142939003733,96.78920358950222,96.70232828872831,96.58524847205705,97.78470653180842,82.51242324848445,85.80458568105435,86.15076292169984,79.77605895449048,74.2921091357362,83.29421009528153,85.19031902427491,86.75960392843841,82.23278161097164,78.25833719575121
301,94.29972908740955,96.80913441638678,96.74514938797425,96.63476726369794,97.83110362767222,83.00158518874153,86.31304891703095,86.70467246678069,80.47728852720597,75.16172693757578,83.71603816092862,85.64123532375352,87.23872906512109,82.81925479131569,78.9486700383009
302,94.32802878478178,96.82906524327134,96.7879704872202,96.68428605533883,97.877500723536,83.49074712899859,86.82151215300755,87.25858201186152,81.17851809992145,76.03134473941532,84.13786622657568,86.0921516232321,87.71785420180376,83.4057279716597,79.63900288085058
303,94.35632848215401,96.84899607015589,96.83079158646616,96.73380484697972,97.9238978193998,83.97990906925567,87.32997538898415,87.81249155694236,81.87974767263695,76.9009625412549,84.55969429222277,86.5430679227107,88.19697933848644,83.99220115200374,80.32933572340029
304,94.38462817952625,96.86892689704045,96.8736126857121,96.78332363862062,97.9702949152636,84.46907100951272,87.83843862496074,88.36640110202319,82.58097724535243,77.77058034309444,84.98152235786984,86.99398422218928,88.67610447516911,84.57867433234776,81.01966856594997
305,94.43013614374458,96.91140078064383,96.93725049848206,96.85328921310091,98.04067585051256,84.92783697851814,88.3010856211485,88.86434727353662,83.23245438599467,78.59808445699723,85.3905975499161,87.42473118684194,89.12152373447474,85.12925450126717,81.67866438550648
306,94.47564410796292,96.95387466424722,97.00088831125201,96.9232547875812,98.11105678576153,85.38660294752356,88.76373261733625,89.36229344505003,83.88393152663687,79.42558857089996,85.79967274196233,87.85547815149458,89.56694299378033,85.67983467018657,82.33766020506296
307,94.52115207218125,96.9963485478506,97.06452612402198,96.99322036206149,98.1814377210105,85.84536891652898,89.22637961352402,89.86023961656346,84.5354086672791,80.25309268480275,86.20874793400857,88.28622511614724,90.01236225308595,86.23041483910598,82.99665602461948
308,94.5666600363996,97.03882243145398,97.12816393679194,97.06318593654179,98.25181865625947,86.30413488553438,89.68902660971176,90.35818578807687,85.1868858079213,81.0805967987055,86.6178231260548,88.71697208079986,90.45778151239155,86.78099500802536,83.65565184417596
309,94.61523777629895,97.0802676481537,97.18598994380639,97.12483456063049,98.30605244162606,86.68171080428716,90.05461547628096,90.75532260302958,85.7372209788873,81.79418984430117,86.95424912365436,89.06326776416454,90.81278192436545,87.23836237944248,84.21619580403463
310,94.6638155161983,97.1217128648534,97.24381595082085,97.1864831847192,98.36028622699266,87.05928672303996,90.42020434285017,91.15245941798234,86.2875561498533,82.50778288989687,87.29067512125394,89.40956344752924,91.16778233633937,87.69572975085961,84.77673976389332
311,94.71239325609766,97.16315808155309,97.30164195783532,97.2481318088079,98.41452001235925,87.43686264179273,90.78579320941937,91.54959623293507,86.83789132081928,83.22137593549255,87.6271011188535,89.75585913089392,91.52278274831328,88.15309712227673,85.33728372375198
312,94.76097099599701,97.20460329825279,97.35946796484977,97.3097804328966,98.46875379772584,87.81443856054554,91.15138207598858,91.94673304788783,87.3882264917853,83.93496898108825,87.96352711645308,90.10215481425863,91.8777831602872,88.61046449369388,85.89782768361066
313,94.82506635461371,97.25574459289633,97.41827396367783,97.36857669670665,98.52293890800236,88.12371359289874,91.43045259244444,92.24090257728635,87.82406649336325,84.52216579777145,88.24476529692048,90.37475478873992,92.14249777017562,88.96491000964087,86.35156551581085
314,94.88916171323042,97.30688588753988,97.4770799625059,97.4273729605167,98.57712401827887,88.43298862525197,91.70952310890033,92.53507210668491,88.25990649494122,85.10936261445467,88.5260034773879,90.64735476322123,92.40721238006404,89.31935552558788,86.80530334801107
315,94.95325707184712,97.35802718218342,97.53588596133396,97.48616922432674,98.63130912855539,88.74226365760516,91.98859362535619,92.82924163608344,88.69574649651918,85.69655943113787,88.80724165785531,90.91995473770254,92.67192698995247,89.67380104153487,87.25904118021126
316,95.01735243046382,97.40916847682696,97.59469196016202,97.5449654881368,98.6854942388319,89.05153868995839,92.26766414181208,93.12341116548198,89.13158649809715,86.28375624782109,89.08847983832274,91.19255471218383,92.93664159984088,90.02824655748189,87.71277901241147
317,95.09442456809572,97.47393879669276,97.657726201815,97.5979791512454,98.73050247212542,89.30547825740622,92.48377829675911,93.34016134160605,89.46798653564866,86.74702304015585,89.32568328729822,91.41471755832475,93.1393976875671,90.303186181293,88.07396116082546
318,95.17149670572762,97.53870911655858,97.72076044346797,97.650992814354,98.77551070541895,89.55941782485404,92.69989245170615,93.55691151773013,89.8043865732002,87.21028983249063,89.5628867362737,91.63688040446567,93.34215377529331,90.57812580510414,88.43514330923948
319,95.24856884335952,97.60347943642438,97.78379468512094,97.7040064774626,98.82051893871247,89.81335739230185,92.91600660665318,93.7736616938542,90.14078661075172,87.67355662482538,89.80009018524919,91.85904325060658,93.54490986301953,90.85306542891526,88.79632545765348
320,95.32564098099142,97.66824975629018,97.8468289267739,97.7570201405712,98.865527172006,90.06729695974968,93.1321207616002,93.99041186997827,90.47718664830326,88.13682341716016,90.03729363422467,92.0812060967475,93.74766595074573,91.1280050527264,89.1575076060675
321,95.40351950261565,97.73368692489008,97.91064683737716,97.81339238489528,98.9164039986601,90.29126078422354,93.31284488105344,94.16392558608771,90.75634153491525,88.5263085079524,90.25285289314479,92.27598433720968,93.91567775917319,91.35795915828604,89.46374531279974
322,95.48139802423987,97.79912409348998,97.9744647479804,97.86976462921938,98.9672808253142,90.5152246086974,93.49356900050665,94.33743930219715,91.03549642152728,88.91579359874464,90.46841215206491,92.47076257767185,94.08368956760064,91.58791326384568,89.769983019532
323,95.55927654586408,97.86456126208986,98.03828265858365,97.92613687354346,99.01815765196832,90.73918843317125,93.67429311995987,94.5109530183066,91.31465130813928,89.30527868953688,90.68397141098505,92.66554081813403,94.2517013760281,91.81786736940532,90.07622072626425
324,95.6371550674883,97.92999843068976,98.1021005691869,97.98250911786754,99.06903447862243,90.9631522576451,93.8550172394131,94.68446673441603,91.59380619475131,89.69476378032913,90.89953066990518,92.8603190585962,94.41971318445555,92.04782147496496,90.38245843299651
325,95.74038519852893,98.02065740846587,98.18987311412128,98.06120375850209,99.14423911529828,91.17505601730025,94.02407231727125,94.83898418537045,91.84143747052482,90.03999996923308,91.0962315764255,93.03522163727592,94.56304347720669,92.24419625838175,90.64966683000002
326,95.84361532956956,98.11131638624195,98.27764565905566,98.13989839913664,99.21944375197413,91.38695977695541,94.19312739512941,94.99350163632486,92.08906874629834,90.38523615813705,91.29293248294582,93.21012421595563,94.70637376995782,92.44057104179853,90.9168752270035
327,95.94684546061019,98.20197536401805,98.36541820399005,98.21859303977119,99.29464838864997,91.59886353661057,94.36218247298757,95.14801908727927,92.33670002207185,90.730472347041,91.48963338946614,93.38502679463535,94.84970406270897,92.63694582521532,91.184083624007
328,96.05007559165082,98.29263434179414,98.45319074892443,98.29728768040574,99.36985302532584,91.81076729626572,94.53123755084573,95.30253653823368,92.58433129784537,91.07570853594497,91.68633429598646,93.55992937331506,94.9930343554601,92.8333206086321,91.4512920210105
329,96.14105420251845,98.36975353201312,98.52043700837227,98.34996710789581,99.41512085909977,91.98131020937731,94.658123775665,95.41019285746555,92.76762708455779,91.33823276677981,91.8489512819301,93.69740080772362,95.09601624354133,92.97611709789537,91.65215627023562
330,96.23203281338606,98.4468727222321,98.58768326782013,98.40264653538586,99.46038869287372,92.1518531224889,94.78501000048428,95.51784917669741,92.95092287127022,91.60075699761465,92.01156826787374,93.83487224213219,95.19899813162255,93.11891358715863,91.85302051946074
331,96.32301142425368,98.52399191245108,98.65492952726797,98.4553259628759,99.50565652664767,92.32239603560049,94.91189622530355,95.62550549592927,93.13421865798264,91.86328122844951,92.17418525381738,93.97234367654076,95.30198001970378,93.2617100764219,92.05388476868586
